tpep_pickup_datetime,tpep_dropoff_datetime,DOLocationID,PULocationID,pickup_date,pickup_time
2015-07-01 08:36:49,2015-07-01 09:08:00,263,234,2015-07-01,08:36:49
2015-07-01 21:39:29,2015-07-01 21:48:54,141,161,2015-07-01,21:39:29
2015-07-01 21:27:33,2015-07-01 21:36:00,236,238,2015-07-01,21:27:33
2015-07-01 15:32:25,2015-07-01 15:38:05,239,239,2015-07-01,15:32:25
2015-07-01 07:06:48,2015-07-01 07:42:06,71,132,2015-07-01,07:06:48
2015-07-01 12:58:50,2015-07-01 13:22:05,68,162,2015-07-01,12:58:50
2015-07-01 16:49:08,2015-07-01 17:38:21,230,132,2015-07-01,16:49:08
2015-07-01 07:52:51,2015-07-01 08:15:20,233,75,2015-07-01,07:52:51
2015-07-01 14:52:54,2015-07-01 14:57:35,237,163,2015-07-01,14:52:54
2015-07-01 09:04:33,2015-07-01 09:16:03,230,237,2015-07-01,09:04:33
2015-07-01 14:42:11,2015-07-01 14:47:30,141,263,2015-07-01,14:42:11
2015-07-01 18:42:07,2015-07-01 18:49:02,144,113,2015-07-01,18:42:07
2015-07-01 18:58:28,2015-07-01 19:05:15,79,211,2015-07-01,18:58:28
2015-07-01 17:55:54,2015-07-01 18:31:56,68,162,2015-07-01,17:55:54
2015-07-01 18:51:44,2015-07-01 19:03:26,25,144,2015-07-01,18:51:44
2015-07-01 07:23:03,2015-07-01 07:39:11,87,145,2015-07-01,07:23:03
2015-07-01 12:19:28,2015-07-01 12:28:45,45,233,2015-07-01,12:19:28
2015-07-01 16:34:39,2015-07-01 17:04:34,68,13,2015-07-01,16:34:39
2015-07-01 03:50:15,2015-07-01 03:55:35,238,143,2015-07-01,03:50:15
2015-07-01 14:24:43,2015-07-01 14:39:06,229,236,2015-07-01,14:24:43
2015-07-01 10:54:06,2015-07-01 11:04:57,163,239,2015-07-01,10:54:06
2015-07-01 14:33:54,2015-07-01 15:42:05,132,249,2015-07-01,14:33:54
2015-07-01 13:54:56,2015-07-01 14:04:00,141,237,2015-07-01,13:54:56
2015-07-01 12:11:40,2015-07-01 12:18:14,232,209,2015-07-01,12:11:40
2015-07-01 08:22:27,2015-07-01 08:42:11,87,234,2015-07-01,08:22:27
2015-07-01 17:09:15,2015-07-01 17:42:15,236,90,2015-07-01,17:09:15
2015-07-01 10:55:16,2015-07-01 11:11:26,162,236,2015-07-01,10:55:16
2015-07-01 22:56:42,2015-07-01 23:09:05,170,48,2015-07-01,22:56:42
2015-07-01 07:06:54,2015-07-01 07:16:07,162,141,2015-07-01,07:06:54
2015-07-01 19:30:09,2015-07-01 20:01:27,17,229,2015-07-01,19:30:09
2015-07-01 23:59:12,2015-07-02 00:22:40,40,100,2015-07-01,23:59:12
2015-07-01 10:28:45,2015-07-01 10:41:23,100,164,2015-07-01,10:28:45
2015-07-01 21:26:53,2015-07-01 21:34:29,161,170,2015-07-01,21:26:53
2015-07-01 15:17:03,2015-07-01 15:27:17,246,90,2015-07-01,15:17:03
2015-07-01 03:59:35,2015-07-01 04:12:00,157,225,2015-07-01,03:59:35
2015-07-01 20:23:41,2015-07-01 20:30:35,234,246,2015-07-01,20:23:41
2015-07-01 17:20:04,2015-07-01 17:25:01,249,186,2015-07-01,17:20:04
2015-07-01 09:09:27,2015-07-01 09:24:42,162,50,2015-07-01,09:09:27
2015-07-01 21:15:03,2015-07-01 21:30:38,93,132,2015-07-01,21:15:03
2015-07-01 21:58:02,2015-07-01 22:35:59,141,141,2015-07-01,21:58:02
2015-07-01 12:55:00,2015-07-01 12:59:32,161,163,2015-07-01,12:55:00
2015-07-01 00:49:45,2015-07-01 00:59:07,262,142,2015-07-01,00:49:45
2015-07-01 07:32:41,2015-07-01 07:43:26,230,158,2015-07-01,07:32:41
2015-07-01 22:56:30,2015-07-01 23:04:06,170,68,2015-07-01,22:56:30
2015-07-01 09:13:35,2015-07-01 09:18:38,231,261,2015-07-01,09:13:35
2015-07-01 10:48:34,2015-07-01 10:55:18,236,141,2015-07-01,10:48:34
2015-07-01 12:00:43,2015-07-01 12:45:39,230,209,2015-07-01,12:00:43
2015-07-01 21:48:13,2015-07-01 21:52:16,142,230,2015-07-01,21:48:13
2015-07-01 00:04:51,2015-07-01 00:20:45,177,132,2015-07-01,00:04:51
2015-07-01 14:27:56,2015-07-01 15:29:43,132,162,2015-07-01,14:27:56
2015-07-01 00:08:27,2015-07-01 00:37:10,146,148,2015-07-01,00:08:27
2015-07-01 19:46:53,2015-07-01 19:52:38,238,142,2015-07-01,19:46:53
2015-07-01 23:56:51,2015-07-02 00:14:12,181,37,2015-07-01,23:56:51
2015-07-01 20:42:20,2015-07-01 20:49:06,162,163,2015-07-01,20:42:20
2015-07-01 15:06:04,2015-07-01 15:37:29,68,4,2015-07-01,15:06:04
2015-07-01 14:11:23,2015-07-01 15:00:02,132,163,2015-07-01,14:11:23
2015-07-01 14:31:54,2015-07-01 14:33:44,236,236,2015-07-01,14:31:54
2015-07-01 07:45:25,2015-07-01 07:53:28,237,68,2015-07-01,07:45:25
2015-07-01 13:55:50,2015-07-01 14:31:35,45,161,2015-07-01,13:55:50
2015-07-01 09:46:29,2015-07-01 10:12:22,48,230,2015-07-01,09:46:29
2015-07-01 23:03:27,2015-07-01 23:22:51,170,142,2015-07-01,23:03:27
2015-07-01 18:23:05,2015-07-01 18:46:16,137,43,2015-07-01,18:23:05
2015-07-01 09:22:11,2015-07-01 09:44:16,246,140,2015-07-01,09:22:11
2015-07-01 17:56:48,2015-07-01 18:03:54,164,170,2015-07-01,17:56:48
2015-07-01 22:07:37,2015-07-01 22:28:10,41,107,2015-07-01,22:07:37
2015-07-01 15:19:53,2015-07-01 15:47:55,145,138,2015-07-01,15:19:53
2015-07-01 19:16:03,2015-07-01 19:22:56,249,114,2015-07-01,19:16:03
2015-07-01 13:49:19,2015-07-01 14:08:09,163,164,2015-07-01,13:49:19
2015-07-01 19:03:32,2015-07-01 19:19:34,237,87,2015-07-01,19:03:32
2015-07-01 13:04:19,2015-07-01 13:21:01,90,163,2015-07-01,13:04:19
2015-07-01 08:29:58,2015-07-01 08:48:59,239,90,2015-07-01,08:29:58
2015-07-01 17:09:27,2015-07-01 17:27:06,211,170,2015-07-01,17:09:27
2015-07-01 13:05:49,2015-07-01 13:18:56,230,238,2015-07-01,13:05:49
2015-07-01 22:25:12,2015-07-01 22:40:01,142,161,2015-07-01,22:25:12
2015-07-01 21:09:27,2015-07-01 21:34:49,42,138,2015-07-01,21:09:27
2015-07-01 00:21:32,2015-07-01 00:43:55,24,79,2015-07-01,00:21:32
2015-07-01 19:39:04,2015-07-01 19:49:49,143,239,2015-07-01,19:39:04
2015-07-01 10:06:39,2015-07-01 10:24:33,75,163,2015-07-01,10:06:39
2015-07-01 00:25:49,2015-07-01 00:31:51,263,229,2015-07-01,00:25:49
2015-07-01 22:05:28,2015-07-01 22:24:42,141,249,2015-07-01,22:05:28
2015-07-01 10:53:01,2015-07-01 11:16:27,161,236,2015-07-01,10:53:01
2015-07-01 05:50:57,2015-07-01 05:53:53,170,170,2015-07-01,05:50:57
2015-07-01 08:06:01,2015-07-01 08:16:39,68,249,2015-07-01,08:06:01
2015-07-01 16:09:56,2015-07-01 16:20:16,263,239,2015-07-01,16:09:56
2015-07-01 17:56:16,2015-07-01 18:13:54,43,75,2015-07-01,17:56:16
2015-07-01 04:41:36,2015-07-01 05:08:03,138,48,2015-07-01,04:41:36
2015-07-01 16:10:42,2015-07-01 16:27:35,173,179,2015-07-01,16:10:42
2015-07-01 00:28:19,2015-07-01 00:35:37,107,4,2015-07-01,00:28:19
2015-07-01 18:26:09,2015-07-01 18:43:59,170,43,2015-07-01,18:26:09
2015-07-01 11:17:05,2015-07-01 11:27:59,90,100,2015-07-01,11:17:05
2015-07-01 03:07:38,2015-07-01 03:10:35,163,163,2015-07-01,03:07:38
2015-07-01 13:31:15,2015-07-01 13:41:15,142,50,2015-07-01,13:31:15
2015-07-01 06:41:45,2015-07-01 06:48:44,170,186,2015-07-01,06:41:45
2015-07-01 14:19:32,2015-07-01 14:35:30,161,234,2015-07-01,14:19:32
2015-07-01 22:05:27,2015-07-01 22:13:22,162,142,2015-07-01,22:05:27
2015-07-01 17:02:13,2015-07-01 17:13:37,162,236,2015-07-01,17:02:13
2015-07-01 04:29:48,2015-07-01 04:40:15,224,162,2015-07-01,04:29:48
2015-07-01 21:47:31,2015-07-01 21:59:28,170,87,2015-07-01,21:47:31
2015-07-01 22:28:06,2015-07-01 23:10:56,163,132,2015-07-01,22:28:06
2015-07-01 21:40:39,2015-07-01 22:13:21,178,170,2015-07-01,21:40:39
2015-07-01 10:36:08,2015-07-01 10:46:47,45,45,2015-07-01,10:36:08
2015-07-01 00:54:41,2015-07-01 01:18:21,33,138,2015-07-01,00:54:41
2015-07-01 22:22:57,2015-07-01 22:26:19,100,186,2015-07-01,22:22:57
2015-07-01 19:48:34,2015-07-01 19:56:26,186,170,2015-07-01,19:48:34
2015-07-01 21:50:26,2015-07-01 22:00:00,116,151,2015-07-01,21:50:26
2015-07-01 00:52:12,2015-07-01 01:02:59,48,229,2015-07-01,00:52:12
2015-07-01 11:54:19,2015-07-01 12:03:34,163,100,2015-07-01,11:54:19
2015-07-01 12:47:42,2015-07-01 12:54:14,237,140,2015-07-01,12:47:42
2015-07-01 17:23:28,2015-07-01 17:42:19,50,143,2015-07-01,17:23:28
2015-07-01 12:28:23,2015-07-01 12:36:33,234,114,2015-07-01,12:28:23
2015-07-01 20:45:22,2015-07-01 21:06:24,97,249,2015-07-01,20:45:22
2015-07-01 21:01:12,2015-07-01 21:06:04,164,107,2015-07-01,21:01:12
2015-07-01 22:34:34,2015-07-01 22:45:52,162,142,2015-07-01,22:34:34
2015-07-01 18:53:04,2015-07-01 18:59:06,164,186,2015-07-01,18:53:04
2015-07-01 16:44:42,2015-07-01 17:26:22,238,138,2015-07-01,16:44:42
2015-07-01 00:23:28,2015-07-01 00:29:13,116,166,2015-07-01,00:23:28
2015-07-01 23:04:21,2015-07-01 23:15:14,170,4,2015-07-01,23:04:21
2015-07-01 20:12:39,2015-07-01 20:23:57,48,234,2015-07-01,20:12:39
2015-07-01 19:08:50,2015-07-01 19:10:55,236,236,2015-07-01,19:08:50
2015-07-01 03:52:02,2015-07-01 03:58:57,229,48,2015-07-01,03:52:02
2015-07-01 19:49:55,2015-07-01 19:57:49,148,87,2015-07-01,19:49:55
2015-07-01 07:19:16,2015-07-01 07:26:37,163,141,2015-07-01,07:19:16
2015-07-01 19:24:58,2015-07-01 19:34:47,237,170,2015-07-01,19:24:58
2015-07-01 15:12:46,2015-07-01 15:41:57,13,141,2015-07-01,15:12:46
2015-07-01 09:07:08,2015-07-01 09:46:07,132,236,2015-07-01,09:07:08
2015-07-01 17:16:22,2015-07-01 17:25:15,144,113,2015-07-01,17:16:22
2015-07-01 08:00:52,2015-07-01 08:20:34,137,230,2015-07-01,08:00:52
2015-07-01 12:31:29,2015-07-01 12:59:21,75,138,2015-07-01,12:31:29
2015-07-01 22:12:50,2015-07-01 22:20:39,79,148,2015-07-01,22:12:50
2015-07-01 21:07:19,2015-07-01 21:47:49,230,238,2015-07-01,21:07:19
2015-07-01 08:42:29,2015-07-01 08:46:03,249,90,2015-07-01,08:42:29
2015-07-01 00:02:33,2015-07-01 00:15:19,137,87,2015-07-01,00:02:33
2015-07-01 23:52:54,2015-07-01 23:59:12,164,163,2015-07-01,23:52:54
2015-07-01 19:26:33,2015-07-01 19:30:33,48,50,2015-07-01,19:26:33
2015-07-01 21:07:38,2015-07-01 21:11:09,141,229,2015-07-01,21:07:38
2015-07-01 23:12:38,2015-07-01 23:23:03,263,239,2015-07-01,23:12:38
2015-07-01 22:12:54,2015-07-01 22:29:39,246,148,2015-07-01,22:12:54
2015-07-01 19:49:35,2015-07-01 19:55:38,234,164,2015-07-01,19:49:35
2015-07-01 11:27:26,2015-07-01 11:40:09,137,186,2015-07-01,11:27:26
2015-07-01 19:59:52,2015-07-01 20:02:02,238,239,2015-07-01,19:59:52
2015-07-01 19:21:37,2015-07-01 19:34:30,79,13,2015-07-01,19:21:37
2015-07-01 06:36:33,2015-07-01 06:48:29,230,231,2015-07-01,06:36:33
2015-07-01 21:42:26,2015-07-01 22:03:27,68,88,2015-07-01,21:42:26
2015-07-01 16:30:06,2015-07-01 17:02:56,263,113,2015-07-01,16:30:06
2015-07-01 22:56:31,2015-07-01 23:10:31,33,113,2015-07-01,22:56:31
2015-07-01 12:43:23,2015-07-01 12:50:06,162,162,2015-07-01,12:43:23
2015-07-01 08:51:49,2015-07-01 08:54:26,231,13,2015-07-01,08:51:49
2015-07-01 20:30:52,2015-07-01 20:44:16,239,186,2015-07-01,20:30:52
2015-07-01 01:26:44,2015-07-01 01:37:23,33,114,2015-07-01,01:26:44
2015-07-01 16:41:28,2015-07-01 16:59:37,262,239,2015-07-01,16:41:28
2015-07-01 11:55:54,2015-07-01 12:14:45,262,43,2015-07-01,11:55:54
2015-07-01 22:53:22,2015-07-01 23:18:41,208,140,2015-07-01,22:53:22
2015-07-01 22:24:28,2015-07-01 22:38:37,158,233,2015-07-01,22:24:28
2015-07-01 06:01:13,2015-07-01 06:05:11,246,186,2015-07-01,06:01:13
2015-07-01 21:43:26,2015-07-01 21:47:02,158,246,2015-07-01,21:43:26
2015-07-01 18:29:05,2015-07-01 18:37:08,262,141,2015-07-01,18:29:05
2015-07-01 11:47:48,2015-07-01 12:45:53,246,132,2015-07-01,11:47:48
2015-07-01 13:02:56,2015-07-01 13:19:16,140,43,2015-07-01,13:02:56
2015-07-01 16:56:57,2015-07-01 17:04:49,161,230,2015-07-01,16:56:57
2015-07-01 14:12:14,2015-07-01 14:30:54,234,13,2015-07-01,14:12:14
2015-07-01 17:41:01,2015-07-01 17:48:13,141,237,2015-07-01,17:41:01
2015-07-01 12:09:15,2015-07-01 12:26:52,140,233,2015-07-01,12:09:15
2015-07-01 10:49:17,2015-07-01 10:56:21,100,230,2015-07-01,10:49:17
2015-07-01 06:53:19,2015-07-01 07:02:29,162,186,2015-07-01,06:53:19
2015-07-01 15:27:31,2015-07-01 15:36:32,239,262,2015-07-01,15:27:31
2015-07-01 13:33:04,2015-07-01 13:44:02,211,261,2015-07-01,13:33:04
2015-07-01 17:34:32,2015-07-01 17:38:12,239,143,2015-07-01,17:34:32
2015-07-01 06:45:22,2015-07-01 06:58:44,231,161,2015-07-01,06:45:22
2015-07-01 23:39:07,2015-07-02 00:01:00,52,233,2015-07-01,23:39:07
2015-07-01 10:15:49,2015-07-01 10:43:07,48,13,2015-07-01,10:15:49
2015-07-01 13:58:48,2015-07-01 14:09:32,162,230,2015-07-01,13:58:48
2015-07-01 07:18:51,2015-07-01 07:41:48,12,170,2015-07-01,07:18:51
2015-07-01 17:21:38,2015-07-01 17:28:00,239,24,2015-07-01,17:21:38
2015-07-01 13:08:15,2015-07-01 13:45:52,237,13,2015-07-01,13:08:15
2015-07-01 10:46:05,2015-07-01 11:35:05,132,68,2015-07-01,10:46:05
2015-07-01 20:01:21,2015-07-01 20:05:07,237,236,2015-07-01,20:01:21
2015-07-01 00:36:16,2015-07-01 00:47:28,229,79,2015-07-01,00:36:16
2015-07-01 08:14:20,2015-07-01 08:59:52,138,261,2015-07-01,08:14:20
2015-07-01 16:03:30,2015-07-01 16:03:58,132,132,2015-07-01,16:03:30
2015-07-01 20:06:24,2015-07-01 20:21:55,68,79,2015-07-01,20:06:24
2015-07-01 15:48:26,2015-07-01 16:43:38,162,132,2015-07-01,15:48:26
2015-07-01 22:55:47,2015-07-01 23:00:45,107,162,2015-07-01,22:55:47
2015-07-01 18:20:43,2015-07-01 18:24:06,142,142,2015-07-01,18:20:43
2015-07-01 07:46:09,2015-07-01 07:54:31,161,237,2015-07-01,07:46:09
2015-07-01 07:08:57,2015-07-01 07:17:05,113,186,2015-07-01,07:08:57
2015-07-01 14:24:52,2015-07-01 14:30:28,237,237,2015-07-01,14:24:52
2015-07-01 19:04:56,2015-07-01 19:08:42,229,140,2015-07-01,19:04:56
2015-07-01 15:22:52,2015-07-01 15:31:18,238,166,2015-07-01,15:22:52
2015-07-01 23:07:51,2015-07-01 23:29:57,33,68,2015-07-01,23:07:51
2015-07-01 21:07:25,2015-07-01 21:12:08,80,256,2015-07-01,21:07:25
2015-07-01 23:24:30,2015-07-01 23:28:25,236,237,2015-07-01,23:24:30
2015-07-01 19:11:04,2015-07-01 19:37:02,48,211,2015-07-01,19:11:04
2015-07-01 08:51:53,2015-07-01 09:09:57,13,79,2015-07-01,08:51:53
2015-07-01 12:43:09,2015-07-01 12:46:36,211,211,2015-07-01,12:43:09
2015-07-01 08:24:42,2015-07-01 08:32:11,163,50,2015-07-01,08:24:42
2015-07-01 14:38:28,2015-07-01 14:59:08,230,162,2015-07-01,14:38:28
2015-07-01 06:58:16,2015-07-01 07:30:56,138,230,2015-07-01,06:58:16
2015-07-01 23:45:07,2015-07-02 00:27:52,7,249,2015-07-01,23:45:07
2015-07-01 11:17:35,2015-07-01 11:24:20,113,68,2015-07-01,11:17:35
2015-07-01 19:12:46,2015-07-01 19:19:32,50,239,2015-07-01,19:12:46
2015-07-01 18:40:52,2015-07-01 19:09:04,234,237,2015-07-01,18:40:52
2015-07-01 18:17:12,2015-07-01 18:25:53,237,43,2015-07-01,18:17:12
2015-07-01 07:57:29,2015-07-01 08:09:21,13,79,2015-07-01,07:57:29
2015-07-01 22:17:17,2015-07-01 22:23:42,107,114,2015-07-01,22:17:17
2015-07-01 15:07:28,2015-07-01 15:23:32,237,142,2015-07-01,15:07:28
2015-07-01 18:00:38,2015-07-01 18:30:25,161,114,2015-07-01,18:00:38
2015-07-01 02:39:23,2015-07-01 02:44:41,162,233,2015-07-01,02:39:23
2015-07-01 23:39:44,2015-07-01 23:45:06,4,79,2015-07-01,23:39:44
2015-07-01 18:58:59,2015-07-01 19:07:39,263,74,2015-07-01,18:58:59
2015-07-01 08:54:45,2015-07-01 09:02:40,142,239,2015-07-01,08:54:45
2015-07-01 22:37:08,2015-07-01 22:51:17,260,145,2015-07-01,22:37:08
2015-07-01 22:36:14,2015-07-01 22:50:37,50,229,2015-07-01,22:36:14
2015-07-01 23:50:16,2015-07-02 00:08:43,255,158,2015-07-01,23:50:16
2015-07-01 21:31:44,2015-07-01 21:44:37,40,45,2015-07-01,21:31:44
2015-07-01 19:12:08,2015-07-01 19:23:53,186,137,2015-07-01,19:12:08
2015-07-01 07:34:32,2015-07-01 07:41:34,246,48,2015-07-01,07:34:32
2015-07-01 17:40:06,2015-07-01 17:51:19,114,170,2015-07-01,17:40:06
2015-07-01 17:06:45,2015-07-01 17:07:34,107,107,2015-07-01,17:06:45
2015-07-01 01:27:01,2015-07-01 01:30:13,17,225,2015-07-01,01:27:01
2015-07-01 10:08:10,2015-07-01 10:13:27,142,163,2015-07-01,10:08:10
2015-07-01 18:39:44,2015-07-01 19:14:26,50,145,2015-07-01,18:39:44
2015-07-01 13:40:27,2015-07-01 13:54:09,186,164,2015-07-01,13:40:27
2015-07-01 23:42:25,2015-07-01 23:59:54,166,140,2015-07-01,23:42:25
2015-07-01 08:41:10,2015-07-01 08:53:19,230,142,2015-07-01,08:41:10
2015-07-01 10:36:04,2015-07-01 10:49:28,261,231,2015-07-01,10:36:04
2015-07-01 21:41:20,2015-07-01 21:55:50,229,144,2015-07-01,21:41:20
2015-07-01 20:24:51,2015-07-01 20:26:57,142,239,2015-07-01,20:24:51
2015-07-01 09:09:16,2015-07-01 09:25:07,141,161,2015-07-01,09:09:16
2015-07-01 14:49:48,2015-07-01 15:11:34,100,231,2015-07-01,14:49:48
2015-07-01 15:04:38,2015-07-01 15:26:54,135,132,2015-07-01,15:04:38
2015-07-01 09:17:50,2015-07-01 09:31:08,34,97,2015-07-01,09:17:50
2015-07-01 14:06:27,2015-07-01 14:21:15,107,140,2015-07-01,14:06:27
2015-07-01 21:34:14,2015-07-01 21:40:09,158,90,2015-07-01,21:34:14
2015-07-01 11:54:33,2015-07-01 12:13:07,223,130,2015-07-01,11:54:33
2015-07-01 05:10:25,2015-07-01 05:42:56,132,163,2015-07-01,05:10:25
2015-07-01 17:00:59,2015-07-01 17:14:36,231,231,2015-07-01,17:00:59
2015-07-01 08:23:50,2015-07-01 08:32:05,107,113,2015-07-01,08:23:50
2015-07-01 18:10:34,2015-07-01 18:36:44,17,231,2015-07-01,18:10:34
2015-07-01 04:41:45,2015-07-01 04:42:57,161,100,2015-07-01,04:41:45
2015-07-01 14:20:04,2015-07-01 14:55:13,166,229,2015-07-01,14:20:04
2015-07-01 07:19:13,2015-07-01 07:23:12,237,141,2015-07-01,07:19:13
2015-07-01 22:55:15,2015-07-01 23:01:05,100,234,2015-07-01,22:55:15
2015-07-01 14:29:49,2015-07-01 14:53:42,170,211,2015-07-01,14:29:49
2015-07-01 03:04:26,2015-07-01 03:07:56,137,233,2015-07-01,03:04:26
2015-07-01 19:40:43,2015-07-01 19:51:26,79,186,2015-07-01,19:40:43
2015-07-01 10:55:49,2015-07-01 11:09:48,161,237,2015-07-01,10:55:49
2015-07-01 13:02:12,2015-07-01 13:27:42,13,186,2015-07-01,13:02:12
2015-07-01 22:29:04,2015-07-01 22:39:22,229,237,2015-07-01,22:29:04
2015-07-01 10:27:16,2015-07-01 10:56:20,239,229,2015-07-01,10:27:16
2015-07-01 17:49:12,2015-07-01 18:12:12,229,90,2015-07-01,17:49:12
2015-07-01 12:58:25,2015-07-01 13:18:04,75,142,2015-07-01,12:58:25
2015-07-01 11:02:50,2015-07-01 11:13:57,162,100,2015-07-01,11:02:50
2015-07-01 15:38:36,2015-07-01 16:11:55,48,107,2015-07-01,15:38:36
2015-07-01 14:12:23,2015-07-01 14:44:29,164,211,2015-07-01,14:12:23
2015-07-01 11:38:21,2015-07-01 11:53:41,88,144,2015-07-01,11:38:21
2015-07-01 13:17:19,2015-07-01 13:23:46,142,238,2015-07-01,13:17:19
2015-07-01 07:11:39,2015-07-01 07:22:22,161,238,2015-07-01,07:11:39
2015-07-01 08:13:59,2015-07-01 08:19:52,231,144,2015-07-01,08:13:59
2015-07-01 17:58:46,2015-07-01 18:13:29,12,249,2015-07-01,17:58:46
2015-07-01 13:00:50,2015-07-01 13:14:01,236,233,2015-07-01,13:00:50
2015-07-01 06:38:35,2015-07-01 06:42:52,162,107,2015-07-01,06:38:35
2015-07-01 08:10:52,2015-07-01 08:19:01,233,140,2015-07-01,08:10:52
2015-07-01 16:12:41,2015-07-01 16:16:41,161,163,2015-07-01,16:12:41
2015-07-01 15:43:06,2015-07-01 15:47:20,236,237,2015-07-01,15:43:06
2015-07-01 08:03:26,2015-07-01 08:08:22,162,237,2015-07-01,08:03:26
2015-07-01 08:06:52,2015-07-01 08:18:32,79,170,2015-07-01,08:06:52
2015-07-01 20:09:05,2015-07-01 20:39:10,75,140,2015-07-01,20:09:05
2015-07-01 11:00:30,2015-07-01 11:04:08,231,125,2015-07-01,11:00:30
2015-07-01 20:39:47,2015-07-01 20:45:04,249,234,2015-07-01,20:39:47
2015-07-01 22:32:57,2015-07-01 22:37:57,151,239,2015-07-01,22:32:57
2015-07-01 19:43:12,2015-07-01 19:47:06,48,142,2015-07-01,19:43:12
2015-07-01 13:15:08,2015-07-01 13:42:02,234,246,2015-07-01,13:15:08
2015-07-01 09:18:59,2015-07-01 09:24:47,142,239,2015-07-01,09:18:59
2015-07-01 16:07:28,2015-07-01 16:22:03,249,170,2015-07-01,16:07:28
2015-07-01 15:19:44,2015-07-01 15:33:59,162,43,2015-07-01,15:19:44
2015-07-01 18:58:51,2015-07-01 19:19:07,186,114,2015-07-01,18:58:51
2015-07-01 17:06:32,2015-07-01 17:17:30,113,186,2015-07-01,17:06:32
2015-07-01 08:31:17,2015-07-01 08:42:52,162,229,2015-07-01,08:31:17
2015-07-01 23:18:43,2015-07-01 23:29:42,144,164,2015-07-01,23:18:43
2015-07-01 17:36:56,2015-07-01 18:28:59,132,79,2015-07-01,17:36:56
2015-07-01 11:01:28,2015-07-01 11:04:36,262,140,2015-07-01,11:01:28
2015-07-01 23:31:57,2015-07-01 23:34:58,75,74,2015-07-01,23:31:57
2015-07-01 11:17:44,2015-07-01 11:33:46,87,231,2015-07-01,11:17:44
2015-07-01 22:55:48,2015-07-01 23:00:32,262,229,2015-07-01,22:55:48
2015-07-01 01:40:04,2015-07-01 01:45:21,229,164,2015-07-01,01:40:04
2015-07-01 19:56:44,2015-07-01 20:07:35,43,141,2015-07-01,19:56:44
2015-07-01 06:50:50,2015-07-01 07:04:04,186,140,2015-07-01,06:50:50
2015-07-01 07:09:50,2015-07-01 07:18:59,186,79,2015-07-01,07:09:50
2015-07-01 18:35:45,2015-07-01 18:50:27,144,261,2015-07-01,18:35:45
2015-07-01 23:55:53,2015-07-02 00:03:31,158,249,2015-07-01,23:55:53
2015-07-01 23:25:38,2015-07-01 23:38:10,164,142,2015-07-01,23:25:38
2015-07-01 10:38:07,2015-07-01 10:54:59,142,237,2015-07-01,10:38:07
2015-07-01 19:13:13,2015-07-01 19:21:42,164,230,2015-07-01,19:13:13
2015-07-01 16:35:41,2015-07-01 16:47:33,90,211,2015-07-01,16:35:41
2015-07-01 17:26:03,2015-07-01 17:38:06,141,162,2015-07-01,17:26:03
2015-07-01 18:51:55,2015-07-01 18:57:51,249,90,2015-07-01,18:51:55
2015-07-01 09:06:18,2015-07-01 09:23:06,161,141,2015-07-01,09:06:18
2015-07-01 12:11:54,2015-07-01 12:23:05,233,170,2015-07-01,12:11:54
2015-07-01 20:55:36,2015-07-01 21:02:20,79,45,2015-07-01,20:55:36
2015-07-01 20:24:22,2015-07-01 20:32:54,186,234,2015-07-01,20:24:22
2015-07-01 14:52:45,2015-07-01 15:08:08,239,68,2015-07-01,14:52:45
2015-07-01 18:53:24,2015-07-01 19:06:26,239,162,2015-07-01,18:53:24
2015-07-01 12:10:43,2015-07-01 12:18:16,100,161,2015-07-01,12:10:43
2015-07-01 02:50:34,2015-07-01 03:10:42,223,230,2015-07-01,02:50:34
2015-07-01 09:54:33,2015-07-01 10:05:31,170,107,2015-07-01,09:54:33
2015-07-01 22:41:20,2015-07-01 23:14:22,226,186,2015-07-01,22:41:20
2015-07-01 09:15:51,2015-07-01 09:39:35,236,234,2015-07-01,09:15:51
2015-07-01 19:30:53,2015-07-01 19:39:42,262,233,2015-07-01,19:30:53
2015-07-01 22:49:49,2015-07-01 22:55:23,263,43,2015-07-01,22:49:49
2015-07-01 09:37:51,2015-07-01 09:44:51,164,162,2015-07-01,09:37:51
2015-07-01 07:33:26,2015-07-01 07:40:43,236,262,2015-07-01,07:33:26
2015-07-01 13:33:26,2015-07-01 13:46:48,234,164,2015-07-01,13:33:26
2015-07-01 18:27:54,2015-07-01 18:38:34,68,164,2015-07-01,18:27:54
2015-07-01 21:44:30,2015-07-01 21:59:04,79,163,2015-07-01,21:44:30
2015-07-01 22:42:30,2015-07-01 23:11:40,36,68,2015-07-01,22:42:30
2015-07-01 05:04:13,2015-07-01 05:06:02,141,263,2015-07-01,05:04:13
2015-07-01 22:21:35,2015-07-01 22:33:02,233,48,2015-07-01,22:21:35
2015-07-01 09:52:31,2015-07-01 10:20:13,239,164,2015-07-01,09:52:31
2015-07-01 18:45:11,2015-07-01 18:53:33,43,141,2015-07-01,18:45:11
2015-07-01 05:44:00,2015-07-01 05:51:46,13,186,2015-07-01,05:44:00
2015-07-01 20:30:38,2015-07-01 20:52:53,189,107,2015-07-01,20:30:38
2015-07-01 13:29:36,2015-07-01 13:35:33,170,137,2015-07-01,13:29:36
2015-07-01 14:36:39,2015-07-01 14:45:42,162,229,2015-07-01,14:36:39
2015-07-01 18:45:19,2015-07-01 19:08:15,234,48,2015-07-01,18:45:19
